From;To;Type;Through;Data;Comment
649;3275;sea;0;0;
650;3275;sea;0;0;
651;3275;sea;0;0;
652;3275;sea;0;0;
653;3275;sea;0;0;
654;3275;sea;0;0;
655;3275;sea;0;0;
656;3275;sea;0;0;
657;3275;sea;0;0;
658;3275;sea;0;0;
659;3275;sea;0;0;
660;3275;sea;0;0;
661;3275;sea;0;0;
662;3275;sea;0;0;
663;3275;sea;0;0;
664;3275;sea;0;0;
665;3275;sea;0;0;
666;3275;sea;0;0;
667;3275;sea;0;0;
668;3275;sea;0;0;
669;3275;sea;0;0;
670;3275;sea;0;0;
671;3275;sea;0;0;
672;3275;sea;0;0;
673;3275;sea;0;0;
674;3275;sea;0;0;
675;3275;sea;0;0;
676;3275;sea;0;0;
677;3275;sea;0;0;
678;3275;sea;0;0;
679;3275;sea;0;0;
680;3275;sea;0;0;
681;3275;sea;0;0;
682;3275;sea;0;0;
683;3275;sea;0;0;
684;3275;sea;0;0;
685;3275;sea;0;0;
686;3275;sea;0;0;
687;3275;sea;0;0;
688;3275;sea;0;0;
689;3275;sea;0;0;
690;3275;sea;0;0;
691;3275;sea;0;0;
692;3275;sea;0;0;
693;3275;sea;0;0;
694;3275;sea;0;0;
695;3275;sea;0;0;
696;3275;sea;0;0;
697;3275;sea;0;0;
698;3275;sea;0;0;
699;3275;sea;0;0;
700;3275;sea;0;0;
701;3275;sea;0;0;
702;3275;sea;0;0;
703;3275;sea;0;0;
704;3275;sea;0;0;
705;3275;sea;0;0;
706;3275;sea;0;0;
707;3275;sea;0;0;
708;3275;sea;0;0;
709;3275;sea;0;0;
710;3275;sea;0;0;
711;3275;sea;0;0;
712;3275;sea;0;0;
713;3275;sea;0;0;
714;3275;sea;0;0;
715;3275;sea;0;0;
716;3275;sea;0;0;
717;3275;sea;0;0;
718;3275;sea;0;0;
719;3275;sea;0;0;
720;3275;sea;0;0;
721;3275;sea;0;0;
722;3275;sea;0;0;
723;3275;sea;0;0;
724;3275;sea;0;0;
725;3275;sea;0;0;
726;3275;sea;0;0;
727;3275;sea;0;0;
728;3275;sea;0;0;
729;3275;sea;0;0;
730;3275;sea;0;0;
731;3275;sea;0;0;
732;3275;sea;0;0;
733;3275;sea;0;0;
734;3275;sea;0;0;
735;3275;sea;0;0;
736;3275;sea;0;0;
737;3275;sea;0;0;
738;3275;sea;0;0;
739;3275;sea;0;0;
740;3275;sea;0;0;
741;3275;sea;0;0;
742;3275;sea;0;0;
743;3275;sea;0;0;
744;3275;sea;0;0;
745;3275;sea;0;0;
746;3275;sea;0;0;
747;3275;sea;0;0;
748;3275;sea;0;0;
749;3275;sea;0;0;
750;3275;sea;0;0;
751;3275;sea;0;0;
752;3275;sea;0;0;
753;3275;sea;0;0;
754;3275;sea;0;0;
755;3275;sea;0;0;
756;3275;sea;0;0;
757;3275;sea;0;0;
758;3275;sea;0;0;
759;3275;sea;0;0;
760;3275;sea;0;0;
761;3275;sea;0;0;
762;3275;sea;0;0;
763;3275;sea;0;0;
764;3275;sea;0;0;
765;3275;sea;0;0;
766;3275;sea;0;0;
767;3275;sea;0;0;
768;3275;sea;0;0;
769;3275;sea;0;0;
770;3275;sea;0;0;
771;3275;sea;0;0;
772;3275;sea;0;0;
773;3275;sea;0;0;
774;3275;sea;0;0;
775;3275;sea;0;0;
776;3275;sea;0;0;
777;3275;sea;0;0;
778;3275;sea;0;0;
779;3275;sea;0;0;
780;3275;sea;0;0;
781;3275;sea;0;0;
782;3275;sea;0;0;
783;3275;sea;0;0;
784;3275;sea;0;0;
785;3275;sea;0;0;
786;3275;sea;0;0;
787;3275;sea;0;0;
788;3275;sea;0;0;
789;3275;sea;0;0;
790;3275;sea;0;0;
791;3275;sea;0;0;
792;3275;sea;0;0;
793;3275;sea;0;0;
794;3275;sea;0;0;
795;3275;sea;0;0;
796;3275;sea;0;0;
797;3275;sea;0;0;
798;3275;sea;0;0;
799;3275;sea;0;0;
800;3275;sea;0;0;
801;3275;sea;0;0;
802;3275;sea;0;0;
803;3275;sea;0;0;
804;3275;sea;0;0;
805;3275;sea;0;0;
806;3275;sea;0;0;
807;3275;sea;0;0;
808;3275;sea;0;0;
809;3275;sea;0;0;
810;3275;sea;0;0;
811;3275;sea;0;0;
812;3275;sea;0;0;
813;3275;sea;0;0;
814;3275;sea;0;0;
815;3275;sea;0;0;
816;3275;sea;0;0;
817;3275;sea;0;0;
818;3275;sea;0;0;
819;3275;sea;0;0;
820;3275;sea;0;0;
821;3275;sea;0;0;
822;3275;sea;0;0;
823;3275;sea;0;0;
824;3275;sea;0;0;
825;3275;sea;0;0;
826;3275;sea;0;0;
827;3275;sea;0;0;
828;3275;sea;0;0;
829;3275;sea;0;0;
830;3275;sea;0;0;
831;3275;sea;0;0;
832;3275;sea;0;0;
833;3275;sea;0;0;
834;3275;sea;0;0;
835;3275;sea;0;0;
836;3275;sea;0;0;
837;3275;sea;0;0;
838;3275;sea;0;0;
839;3275;sea;0;0;
840;3275;sea;0;0;
841;3275;sea;0;0;
842;3275;sea;0;0;
843;3275;sea;0;0;
844;3275;sea;0;0;
845;3275;sea;0;0;
846;3275;sea;0;0;
847;3275;sea;0;0;
848;3275;sea;0;0;
849;3275;sea;0;0;
850;3275;sea;0;0;
851;3275;sea;0;0;
852;3275;sea;0;0;
853;3275;sea;0;0;
854;3275;sea;0;0;
855;3275;sea;0;0;
856;3275;sea;0;0;
857;3275;sea;0;0;
858;3275;sea;0;0;
859;3275;sea;0;0;
860;3275;sea;0;0;
861;3275;sea;0;0;
862;3275;sea;0;0;
863;3275;sea;0;0;
864;3275;sea;0;0;
865;3275;sea;0;0;
866;3275;sea;0;0;
867;3275;sea;0;0;
868;3275;sea;0;0;
869;3275;sea;0;0;
870;3275;sea;0;0;
871;3275;sea;0;0;
872;3275;sea;0;0;
873;3275;sea;0;0;
874;3275;sea;0;0;
875;3275;sea;0;0;
876;3275;sea;0;0;
877;3275;sea;0;0;
878;3275;sea;0;0;
879;3275;sea;0;0;
880;3275;sea;0;0;
881;3275;sea;0;0;
882;3275;sea;0;0;
883;3275;sea;0;0;
884;3275;sea;0;0;
885;3275;sea;0;0;
886;3275;sea;0;0;
887;3275;sea;0;0;
888;3275;sea;0;0;
889;3275;sea;0;0;
890;3275;sea;0;0;
891;3275;sea;0;0;
892;3275;sea;0;0;
893;3275;sea;0;0;
894;3275;sea;0;0;
895;3275;sea;0;0;
896;3275;sea;0;0;
897;3275;sea;0;0;
898;3275;sea;0;0;
899;3275;sea;0;0;
900;3275;sea;0;0;
901;3275;sea;0;0;
902;3275;sea;0;0;
903;3275;sea;0;0;
904;3275;sea;0;0;
905;3275;sea;0;0;
906;3275;sea;0;0;
907;3275;sea;0;0;
908;3275;sea;0;0;
909;3275;sea;0;0;
910;3275;sea;0;0;
911;3275;sea;0;0;
912;3275;sea;0;0;
913;3275;sea;0;0;
914;3275;sea;0;0;
915;3275;sea;0;0;
916;3275;sea;0;0;
917;3275;sea;0;0;
918;3275;sea;0;0;
919;3275;sea;0;0;
920;3275;sea;0;0;
921;3275;sea;0;0;
922;3275;sea;0;0;
923;3275;sea;0;0;
924;3275;sea;0;0;
925;3275;sea;0;0;
926;3275;sea;0;0;
927;3275;sea;0;0;
928;3275;sea;0;0;
929;3275;sea;0;0;
930;3275;sea;0;0;
931;3275;sea;0;0;
932;3275;sea;0;0;
933;3275;sea;0;0;
934;3275;sea;0;0;
935;3275;sea;0;0;
936;3275;sea;0;0;
937;3275;sea;0;0;
938;3275;sea;0;0;
939;3275;sea;0;0;
940;3275;sea;0;0;
941;3275;sea;0;0;
942;3275;sea;0;0;
943;3275;sea;0;0;
944;3275;sea;0;0;
945;3275;sea;0;0;
946;3275;sea;0;0;
947;3275;sea;0;0;
948;3275;sea;0;0;
949;3275;sea;0;0;
950;3275;sea;0;0;
951;3275;sea;0;0;
952;3275;sea;0;0;
953;3275;sea;0;0;
954;3275;sea;0;0;
955;3275;sea;0;0;
956;3275;sea;0;0;
957;3275;sea;0;0;
958;3275;sea;0;0;
959;3275;sea;0;0;
960;3275;sea;0;0;
961;3275;sea;0;0;
962;3275;sea;0;0;
963;3275;sea;0;0;
964;3275;sea;0;0;
965;3275;sea;0;0;
966;3275;sea;0;0;
967;3275;sea;0;0;
968;3275;sea;0;0;
969;3275;sea;0;0;
970;3275;sea;0;0;
971;3275;sea;0;0;
972;3275;sea;0;0;
973;3275;sea;0;0;
974;3275;sea;0;0;
975;3275;sea;0;0;
976;3275;sea;0;0;
977;3275;sea;0;0;
978;3275;sea;0;0;
979;3275;sea;0;0;
980;3275;sea;0;0;
981;3275;sea;0;0;
982;3275;sea;0;0;
983;3275;sea;0;0;
984;3275;sea;0;0;
985;3275;sea;0;0;
986;3275;sea;0;0;
987;3275;sea;0;0;
988;3275;sea;0;0;
989;3275;sea;0;0;
990;3275;sea;0;0;
991;3275;sea;0;0;
992;3275;sea;0;0;
993;3275;sea;0;0;
994;3275;sea;0;0;
995;3275;sea;0;0;
996;3275;sea;0;0;
997;3275;sea;0;0;
998;3275;sea;0;0;
999;3275;sea;0;0;
1000;3275;sea;0;0;
1001;3275;sea;0;0;
1002;3275;sea;0;0;
1003;3275;sea;0;0;
1004;3275;sea;0;0;
1005;3275;sea;0;0;
1006;3275;sea;0;0;
1007;3275;sea;0;0;
1008;3275;sea;0;0;
1009;3275;sea;0;0;
1010;3275;sea;0;0;
1011;3275;sea;0;0;
1012;3275;sea;0;0;
1013;3275;sea;0;0;
1014;3275;sea;0;0;
1015;3275;sea;0;0;
1016;3275;sea;0;0;
1017;3275;sea;0;0;
1018;3275;sea;0;0;
1019;3275;sea;0;0;
1020;3275;sea;0;0;
1021;3275;sea;0;0;
1022;3275;sea;0;0;
1023;3275;sea;0;0;
1024;3275;sea;0;0;
1025;3275;sea;0;0;
1026;3275;sea;0;0;
1027;3275;sea;0;0;
1028;3275;sea;0;0;
1029;3275;sea;0;0;
1030;3275;sea;0;0;
1031;3275;sea;0;0;
1032;3275;sea;0;0;
1033;3275;sea;0;0;
1034;3275;sea;0;0;
1035;3275;sea;0;0;
1036;3275;sea;0;0;
1037;3275;sea;0;0;
1038;3275;sea;0;0;
1039;3275;sea;0;0;
1040;3275;sea;0;0;
1041;3275;sea;0;0;
1042;3275;sea;0;0;
1043;3275;sea;0;0;
1044;3275;sea;0;0;
1045;3275;sea;0;0;
1046;3275;sea;0;0;
1047;3275;sea;0;0;
1048;3275;sea;0;0;
1049;3275;sea;0;0;
1050;3275;sea;0;0;
1051;3275;sea;0;0;
1052;3275;sea;0;0;
1053;3275;sea;0;0;
1054;3275;sea;0;0;
1055;3275;sea;0;0;
1056;3275;sea;0;0;
1057;3275;sea;0;0;
1058;3275;sea;0;0;
1059;3275;sea;0;0;
1060;3275;sea;0;0;
1061;3275;sea;0;0;
1062;3275;sea;0;0;
1063;3275;sea;0;0;
1064;3275;sea;0;0;
1065;3275;sea;0;0;
1066;3275;sea;0;0;
1067;3275;sea;0;0;
1068;3275;sea;0;0;
1069;3275;sea;0;0;
1070;3275;sea;0;0;
1071;3275;sea;0;0;
1072;3275;sea;0;0;
1073;3275;sea;0;0;
1074;3275;sea;0;0;
1075;3275;sea;0;0;
1076;3275;sea;0;0;
1077;3275;sea;0;0;
1078;3275;sea;0;0;
1079;3275;sea;0;0;
1080;3275;sea;0;0;
1081;3275;sea;0;0;
1082;3275;sea;0;0;
1083;3275;sea;0;0;
1084;3275;sea;0;0;
1085;3275;sea;0;0;
1086;3275;sea;0;0;
1087;3275;sea;0;0;
1088;3275;sea;0;0;
1089;3275;sea;0;0;
1090;3275;sea;0;0;
1091;3275;sea;0;0;
1092;3275;sea;0;0;
1093;3275;sea;0;0;
1094;3275;sea;0;0;
1095;3275;sea;0;0;
1096;3275;sea;0;0;
1097;3275;sea;0;0;
1098;3275;sea;0;0;
1099;3275;sea;0;0;
1100;3275;sea;0;0;
1101;3275;sea;0;0;
1102;3275;sea;0;0;
1103;3275;sea;0;0;
1104;3275;sea;0;0;
1105;3275;sea;0;0;
1106;3275;sea;0;0;
1107;3275;sea;0;0;
1108;3275;sea;0;0;
1109;3275;sea;0;0;
1110;3275;sea;0;0;
1111;3275;sea;0;0;
1112;3275;sea;0;0;
1113;3275;sea;0;0;
1114;3275;sea;0;0;
1115;3275;sea;0;0;
1116;3275;sea;0;0;
1117;3275;sea;0;0;
1118;3275;sea;0;0;
1119;3275;sea;0;0;
1120;3275;sea;0;0;
1121;3275;sea;0;0;
1122;3275;sea;0;0;
1123;3275;sea;0;0;
1124;3275;sea;0;0;
1125;3275;sea;0;0;
1126;3275;sea;0;0;
1127;3275;sea;0;0;
1128;3275;sea;0;0;
1129;3275;sea;0;0;
1130;3275;sea;0;0;
1131;3275;sea;0;0;
1132;3275;sea;0;0;
1133;3275;sea;0;0;
1134;3275;sea;0;0;
1135;3275;sea;0;0;
1136;3275;sea;0;0;
1137;3275;sea;0;0;
1138;3275;sea;0;0;
1139;3275;sea;0;0;
1140;3275;sea;0;0;
1141;3275;sea;0;0;
1142;3275;sea;0;0;
1143;3275;sea;0;0;
1144;3275;sea;0;0;
1145;3275;sea;0;0;
1146;3275;sea;0;0;
1147;3275;sea;0;0;
1148;3275;sea;0;0;
1149;3275;sea;0;0;
1150;3275;sea;0;0;
1151;3275;sea;0;0;
1152;3275;sea;0;0;
1153;3275;sea;0;0;
1154;3275;sea;0;0;
1155;3275;sea;0;0;
1156;3275;sea;0;0;
1157;3275;sea;0;0;
1158;3275;sea;0;0;
1159;3275;sea;0;0;
1160;3275;sea;0;0;
1161;3275;sea;0;0;
1162;3275;sea;0;0;
1163;3275;sea;0;0;
1164;3275;sea;0;0;
1165;3275;sea;0;0;
1166;3275;sea;0;0;
1167;3275;sea;0;0;
1168;3275;sea;0;0;
1169;3275;sea;0;0;
1170;3275;sea;0;0;
1171;3275;sea;0;0;
1172;3275;sea;0;0;
1173;3275;sea;0;0;
1174;3275;sea;0;0;
1175;3275;sea;0;0;
1176;3275;sea;0;0;
1177;3275;sea;0;0;
1178;3275;sea;0;0;
1179;3275;sea;0;0;
1180;3275;sea;0;0;
1181;3275;sea;0;0;
1182;3275;sea;0;0;
1183;3275;sea;0;0;
1184;3275;sea;0;0;
1185;3275;sea;0;0;
1186;3275;sea;0;0;
1187;3275;sea;0;0;
1188;3275;sea;0;0;
1189;3275;sea;0;0;
1190;3275;sea;0;0;
1191;3275;sea;0;0;
1192;3275;sea;0;0;
1193;3275;sea;0;0;
1194;3275;sea;0;0;
1195;3275;sea;0;0;
1196;3275;sea;0;0;
1197;3275;sea;0;0;
1198;3275;sea;0;0;
1199;3275;sea;0;0;
1200;3275;sea;0;0;
1201;3275;sea;0;0;
1202;3275;sea;0;0;
1203;3275;sea;0;0;
1204;3275;sea;0;0;
1205;3275;sea;0;0;
1206;3275;sea;0;0;
1207;3275;sea;0;0;
1208;3275;sea;0;0;
1209;3275;sea;0;0;
1210;3275;sea;0;0;
1211;3275;sea;0;0;
1212;3275;sea;0;0;
1213;3275;sea;0;0;
1214;3275;sea;0;0;
1215;3275;sea;0;0;
1216;3275;sea;0;0;
1217;3275;sea;0;0;
1218;3275;sea;0;0;
1219;3275;sea;0;0;
1220;3275;sea;0;0;
1221;3275;sea;0;0;
1222;3275;sea;0;0;
1223;3275;sea;0;0;
1224;3275;sea;0;0;
1225;3275;sea;0;0;
1226;3275;sea;0;0;
1227;3275;sea;0;0;
1228;3275;sea;0;0;
1229;3275;sea;0;0;
1230;3275;sea;0;0;
1231;3275;sea;0;0;
1232;3275;sea;0;0;
1233;3275;sea;0;0;
1234;3275;sea;0;0;
1235;3275;sea;0;0;
1236;3275;sea;0;0;
1237;3275;sea;0;0;
1238;3275;sea;0;0;
1239;3275;sea;0;0;
1240;3275;sea;0;0;
1241;3275;sea;0;0;
1242;3275;sea;0;0;
1243;3275;sea;0;0;
1244;3275;sea;0;0;
1245;3275;sea;0;0;
1246;3275;sea;0;0;
1247;3275;sea;0;0;
1248;3275;sea;0;0;
1249;3275;sea;0;0;
1250;3275;sea;0;0;
1251;3275;sea;0;0;
1252;3275;sea;0;0;
1253;3275;sea;0;0;
1254;3275;sea;0;0;
1255;3275;sea;0;0;
1256;3275;sea;0;0;
1257;3275;sea;0;0;
1258;3275;sea;0;0;
1259;3275;sea;0;0;
1260;3275;sea;0;0;
1261;3275;sea;0;0;
1262;3275;sea;0;0;
1263;3275;sea;0;0;
1264;3275;sea;0;0;
1265;3275;sea;0;0;
1266;3275;sea;0;0;
1267;3275;sea;0;0;
1268;3275;sea;0;0;
1269;3275;sea;0;0;
1270;3275;sea;0;0;
1271;3275;sea;0;0;
1272;3275;sea;0;0;
1273;3275;sea;0;0;
1274;3275;sea;0;0;
1275;3275;sea;0;0;
1276;3275;sea;0;0;
1277;3275;sea;0;0;
1278;3275;sea;0;0;
1279;3275;sea;0;0;
1280;3275;sea;0;0;
1281;3275;sea;0;0;
1282;3275;sea;0;0;
1283;3275;sea;0;0;
1284;3275;sea;0;0;
1285;3275;sea;0;0;
1286;3275;sea;0;0;
1287;3275;sea;0;0;
1288;3275;sea;0;0;
1289;3275;sea;0;0;
1290;3275;sea;0;0;
1291;3275;sea;0;0;
1292;3275;sea;0;0;
1293;3275;sea;0;0;
1294;3275;sea;0;0;
1295;3275;sea;0;0;
1296;3275;sea;0;0;
1297;3275;sea;0;0;
1298;3275;sea;0;0;
1299;3275;sea;0;0;
1300;3275;sea;0;0;
1301;3275;sea;0;0;
1302;3275;sea;0;0;
1303;3275;sea;0;0;
1304;3275;sea;0;0;
1305;3275;sea;0;0;
1306;3275;sea;0;0;
1307;3275;sea;0;0;
1308;3275;sea;0;0;
1309;3275;sea;0;0;
1310;3275;sea;0;0;
1311;3275;sea;0;0;
1312;3275;sea;0;0;
1313;3275;sea;0;0;
1314;3275;sea;0;0;
1315;3275;sea;0;0;
1316;3275;sea;0;0;
1317;3275;sea;0;0;
1318;3275;sea;0;0;
1319;3275;sea;0;0;
1320;3275;sea;0;0;
1321;3275;sea;0;0;
1322;3275;sea;0;0;
1323;3275;sea;0;0;
1324;3275;sea;0;0;
1325;3275;sea;0;0;
1326;3275;sea;0;0;
1327;3275;sea;0;0;
1328;3275;sea;0;0;
1329;3275;sea;0;0;
1330;3275;sea;0;0;
1331;3275;sea;0;0;
1332;3275;sea;0;0;
1333;3275;sea;0;0;
1334;3275;sea;0;0;
1335;3275;sea;0;0;
1336;3275;sea;0;0;
1337;3275;sea;0;0;
1338;3275;sea;0;0;
1339;3275;sea;0;0;
1340;3275;sea;0;0;
1341;3275;sea;0;0;
1342;3275;sea;0;0;
1343;3275;sea;0;0;
1344;3275;sea;0;0;
1345;3275;sea;0;0;
1346;3275;sea;0;0;
1347;3275;sea;0;0;
1348;3275;sea;0;0;
1349;3275;sea;0;0;
1350;3275;sea;0;0;
1351;3275;sea;0;0;
1352;3275;sea;0;0;
1353;3275;sea;0;0;
1354;3275;sea;0;0;
1355;3275;sea;0;0;
1356;3275;sea;0;0;
1357;3275;sea;0;0;
1358;3275;sea;0;0;
1359;3275;sea;0;0;
1360;3275;sea;0;0;
1361;3275;sea;0;0;
1362;3275;sea;0;0;
1363;3275;sea;0;0;
1364;3275;sea;0;0;
1365;3275;sea;0;0;
1366;3275;sea;0;0;
1367;3275;sea;0;0;
1368;3275;sea;0;0;
1369;3275;sea;0;0;
1370;3275;sea;0;0;
1371;3275;sea;0;0;
1372;3275;sea;0;0;
1373;3275;sea;0;0;
1374;3275;sea;0;0;
1375;3275;sea;0;0;
1376;3275;sea;0;0;
1377;3275;sea;0;0;
1378;3275;sea;0;0;
1379;3275;sea;0;0;
1380;3275;sea;0;0;
1381;3275;sea;0;0;
1382;3275;sea;0;0;
1383;3275;sea;0;0;
1384;3275;sea;0;0;
1385;3275;sea;0;0;
1386;3275;sea;0;0;
1387;3275;sea;0;0;
1388;3275;sea;0;0;
1389;3275;sea;0;0;
1390;3275;sea;0;0;
1391;3275;sea;0;0;
1392;3275;sea;0;0;
1393;3275;sea;0;0;
1394;3275;sea;0;0;
1395;3275;sea;0;0;
1396;3275;sea;0;0;
1397;3275;sea;0;0;
1398;3275;sea;0;0;
1399;3275;sea;0;0;
1400;3275;sea;0;0;
1401;3275;sea;0;0;
1402;3275;sea;0;0;
1403;3275;sea;0;0;
1404;3275;sea;0;0;
1405;3275;sea;0;0;
1406;3275;sea;0;0;
1407;3275;sea;0;0;
1408;3275;sea;0;0;
1409;3275;sea;0;0;
1410;3275;sea;0;0;
1411;3275;sea;0;0;
1412;3275;sea;0;0;
1413;3275;sea;0;0;
1414;3275;sea;0;0;
1415;3275;sea;0;0;
1416;3275;sea;0;0;
1417;3275;sea;0;0;
1418;3275;sea;0;0;
1419;3275;sea;0;0;
1420;3275;sea;0;0;
1421;3275;sea;0;0;
1422;3275;sea;0;0;
1423;3275;sea;0;0;
1424;3275;sea;0;0;
1425;3275;sea;0;0;
1426;3275;sea;0;0;
1427;3275;sea;0;0;
1428;3275;sea;0;0;
1429;3275;sea;0;0;
1430;3275;sea;0;0;
1431;3275;sea;0;0;
1432;3275;sea;0;0;
1433;3275;sea;0;0;
1434;3275;sea;0;0;
1435;3275;sea;0;0;
1436;3275;sea;0;0;
1437;3275;sea;0;0;
1438;3275;sea;0;0;
1439;3275;sea;0;0;
1440;3275;sea;0;0;
1441;3275;sea;0;0;
1442;3275;sea;0;0;
1443;3275;sea;0;0;
1444;3275;sea;0;0;
1445;3275;sea;0;0;
1446;3275;sea;0;0;
1447;3275;sea;0;0;
1448;3275;sea;0;0;
1449;3275;sea;0;0;
1450;3275;sea;0;0;
1451;3275;sea;0;0;
1452;3275;sea;0;0;
1453;3275;sea;0;0;
1454;3275;sea;0;0;
1455;3275;sea;0;0;
1456;3275;sea;0;0;
1457;3275;sea;0;0;
1458;3275;sea;0;0;
1459;3275;sea;0;0;
1460;3275;sea;0;0;
1461;3275;sea;0;0;
1462;3275;sea;0;0;
1463;3275;sea;0;0;
1464;3275;sea;0;0;
1465;3275;sea;0;0;
1466;3275;sea;0;0;
1467;3275;sea;0;0;
1468;3275;sea;0;0;
1469;3275;sea;0;0;
1470;3275;sea;0;0;
1471;3275;sea;0;0;
1472;3275;sea;0;0;
1473;3275;sea;0;0;
1474;3275;sea;0;0;
1475;3275;sea;0;0;
1476;3275;sea;0;0;
1477;3275;sea;0;0;
1478;3275;sea;0;0;
1479;3275;sea;0;0;
1480;3275;sea;0;0;
1481;3275;sea;0;0;
1482;3275;sea;0;0;
1483;3275;sea;0;0;
1484;3275;sea;0;0;
1485;3275;sea;0;0;
1486;3275;sea;0;0;
1487;3275;sea;0;0;
1488;3275;sea;0;0;
1489;3275;sea;0;0;
1490;3275;sea;0;0;
1491;3275;sea;0;0;
1492;3275;sea;0;0;
1493;3275;sea;0;0;
1494;3275;sea;0;0;
1495;3275;sea;0;0;
1496;3275;sea;0;0;
1497;3275;sea;0;0;
1498;3275;sea;0;0;
1499;3275;sea;0;0;
1500;3275;sea;0;0;
1501;3275;sea;0;0;
1502;3275;sea;0;0;
1503;3275;sea;0;0;
1504;3275;sea;0;0;
1505;3275;sea;0;0;
1506;3275;sea;0;0;
1507;3275;sea;0;0;
1508;3275;sea;0;0;
1509;3275;sea;0;0;
1510;3275;sea;0;0;
1511;3275;sea;0;0;
1512;3275;sea;0;0;
1513;3275;sea;0;0;
1514;3275;sea;0;0;
1515;3275;sea;0;0;
1516;3275;sea;0;0;
1517;3275;sea;0;0;
1518;3275;sea;0;0;
1519;3275;sea;0;0;
1520;3275;sea;0;0;
1521;3275;sea;0;0;
1522;3275;sea;0;0;
1523;3275;sea;0;0;
1524;3275;sea;0;0;
1525;3275;sea;0;0;
1526;3275;sea;0;0;
1527;3275;sea;0;0;
1528;3275;sea;0;0;
1529;3275;sea;0;0;
1530;3275;sea;0;0;
1531;3275;sea;0;0;
1532;3275;sea;0;0;
1533;3275;sea;0;0;
1534;3275;sea;0;0;
1535;3275;sea;0;0;
1536;3275;sea;0;0;
1537;3275;sea;0;0;
1538;3275;sea;0;0;
1539;3275;sea;0;0;
1540;3275;sea;0;0;
1541;3275;sea;0;0;
1542;3275;sea;0;0;
1543;3275;sea;0;0;
1544;3275;sea;0;0;
1545;3275;sea;0;0;
1546;3275;sea;0;0;
1547;3275;sea;0;0;
1548;3275;sea;0;0;
1549;3275;sea;0;0;
1550;3275;sea;0;0;
1551;3275;sea;0;0;
1552;3275;sea;0;0;
1553;3275;sea;0;0;
1554;3275;sea;0;0;
1555;3275;sea;0;0;
1556;3275;sea;0;0;
1557;3275;sea;0;0;
1558;3275;sea;0;0;
1559;3275;sea;0;0;
1560;3275;sea;0;0;
1561;3275;sea;0;0;
1562;3275;sea;0;0;
1563;3275;sea;0;0;
1564;3275;sea;0;0;
1565;3275;sea;0;0;
1566;3275;sea;0;0;
1567;3275;sea;0;0;
1568;3275;sea;0;0;
1569;3275;sea;0;0;
1570;3275;sea;0;0;
1571;3275;sea;0;0;
1572;3275;sea;0;0;
1573;3275;sea;0;0;
1574;3275;sea;0;0;
1575;3275;sea;0;0;
1576;3275;sea;0;0;
1577;3275;sea;0;0;
1578;3275;sea;0;0;
1579;3275;sea;0;0;
1580;3275;sea;0;0;
1581;3275;sea;0;0;
1582;3275;sea;0;0;
1583;3275;sea;0;0;
1584;3275;sea;0;0;
1585;3275;sea;0;0;
1586;3275;sea;0;0;
1587;3275;sea;0;0;
1588;3275;sea;0;0;
1589;3275;sea;0;0;
1590;3275;sea;0;0;
1591;3275;sea;0;0;
1592;3275;sea;0;0;
1593;3275;sea;0;0;
1594;3275;sea;0;0;
1595;3275;sea;0;0;
1596;3275;sea;0;0;
1597;3275;sea;0;0;
1598;3275;sea;0;0;
1599;3275;sea;0;0;
1600;3275;sea;0;0;
1601;3275;sea;0;0;
1602;3275;sea;0;0;
1603;3275;sea;0;0;
1604;3275;sea;0;0;
1605;3275;sea;0;0;
1606;3275;sea;0;0;
1607;3275;sea;0;0;
1608;3275;sea;0;0;
1609;3275;sea;0;0;
1610;3275;sea;0;0;
1611;3275;sea;0;0;
1612;3275;sea;0;0;
1613;3275;sea;0;0;
1614;3275;sea;0;0;
1615;3275;sea;0;0;
1616;3275;sea;0;0;
1617;3275;sea;0;0;
1618;3275;sea;0;0;
1619;3275;sea;0;0;
1620;3275;sea;0;0;
1621;3275;sea;0;0;
1622;3275;sea;0;0;
1623;3275;sea;0;0;
1624;3275;sea;0;0;
1625;3275;sea;0;0;
1626;3275;sea;0;0;
1627;3275;sea;0;0;
1628;3275;sea;0;0;
1629;3275;sea;0;0;
1630;3275;sea;0;0;
1631;3275;sea;0;0;
1632;3275;sea;0;0;
1633;3275;sea;0;0;
1634;3275;sea;0;0;
1635;3275;sea;0;0;
1636;3275;sea;0;0;
1637;3275;sea;0;0;
1638;3275;sea;0;0;
1639;3275;sea;0;0;
1640;3275;sea;0;0;
1641;3275;sea;0;0;
1642;3275;sea;0;0;
1643;3275;sea;0;0;
1644;3275;sea;0;0;
1645;3275;sea;0;0;
1646;3275;sea;0;0;
1647;3275;sea;0;0;
1648;3275;sea;0;0;
1649;3275;sea;0;0;
1650;3275;sea;0;0;
1651;3275;sea;0;0;
1652;3275;sea;0;0;
1653;3275;sea;0;0;
1654;3275;sea;0;0;
1655;3275;sea;0;0;
1656;3275;sea;0;0;
1657;3275;sea;0;0;
1658;3275;sea;0;0;
1659;3275;sea;0;0;
1660;3275;sea;0;0;
1661;3275;sea;0;0;
1662;3275;sea;0;0;
1663;3275;sea;0;0;
1664;3275;sea;0;0;
1665;3275;sea;0;0;
1666;3275;sea;0;0;
1667;3275;sea;0;0;
1668;3275;sea;0;0;
1669;3275;sea;0;0;
1670;3275;sea;0;0;
1671;3275;sea;0;0;
