From;To;Type;Through;Data;Comment
705;1329;sea;0;0;
706;1329;sea;0;0;
707;1329;sea;0;0;
708;1329;sea;0;0;
709;1329;sea;0;0;
710;1329;sea;0;0;
711;1329;sea;0;0;
712;1329;sea;0;0;
713;1329;sea;0;0;
714;1329;sea;0;0;
715;1329;sea;0;0;
716;1329;sea;0;0;
717;1329;sea;0;0;
718;1329;sea;0;0;
719;1329;sea;0;0;
720;1329;sea;0;0;
721;1329;sea;0;0;
722;1329;sea;0;0;
723;1329;sea;0;0;
724;1329;sea;0;0;
725;1329;sea;0;0;
726;1329;sea;0;0;
727;1329;sea;0;0;
728;1329;sea;0;0;
729;1329;sea;0;0;
730;1329;sea;0;0;
731;1329;sea;0;0;
732;1329;sea;0;0;
733;1329;sea;0;0;
734;1329;sea;0;0;
735;1329;sea;0;0;
736;1329;sea;0;0;
737;1329;sea;0;0;
738;1329;sea;0;0;
739;1329;sea;0;0;
740;1329;sea;0;0;
741;1329;sea;0;0;
742;1329;sea;0;0;
743;1329;sea;0;0;
744;1329;sea;0;0;
745;1329;sea;0;0;
746;1329;sea;0;0;
747;1329;sea;0;0;
748;1329;sea;0;0;
749;1329;sea;0;0;
750;1329;sea;0;0;
751;1329;sea;0;0;
752;1329;sea;0;0;
753;1329;sea;0;0;
754;1329;sea;0;0;
755;1329;sea;0;0;
756;1329;sea;0;0;
757;1329;sea;0;0;
758;1329;sea;0;0;
759;1329;sea;0;0;
760;1329;sea;0;0;
761;1329;sea;0;0;
762;1329;sea;0;0;
763;1329;sea;0;0;
764;1329;sea;0;0;
765;1329;sea;0;0;
766;1329;sea;0;0;
767;1329;sea;0;0;
768;1329;sea;0;0;
769;1329;sea;0;0;
770;1329;sea;0;0;
771;1329;sea;0;0;
772;1329;sea;0;0;
773;1329;sea;0;0;
774;1329;sea;0;0;
775;1329;sea;0;0;
776;1329;sea;0;0;
777;1329;sea;0;0;
778;1329;sea;0;0;
779;1329;sea;0;0;
780;1329;sea;0;0;
781;1329;sea;0;0;
782;1329;sea;0;0;
783;1329;sea;0;0;
784;1329;sea;0;0;
785;1329;sea;0;0;
786;1329;sea;0;0;
787;1329;sea;0;0;
788;1329;sea;0;0;
789;1329;sea;0;0;
790;1329;sea;0;0;
791;1329;sea;0;0;
792;1329;sea;0;0;
793;1329;sea;0;0;
794;1329;sea;0;0;
795;1329;sea;0;0;
796;1329;sea;0;0;
797;1329;sea;0;0;
798;1329;sea;0;0;
799;1329;sea;0;0;
800;1329;sea;0;0;
801;1329;sea;0;0;
802;1329;sea;0;0;
803;1329;sea;0;0;
804;1329;sea;0;0;
805;1329;sea;0;0;
806;1329;sea;0;0;
807;1329;sea;0;0;
808;1329;sea;0;0;
809;1329;sea;0;0;
810;1329;sea;0;0;
811;1329;sea;0;0;
812;1329;sea;0;0;
813;1329;sea;0;0;
814;1329;sea;0;0;
815;1329;sea;0;0;
816;1329;sea;0;0;
817;1329;sea;0;0;
818;1329;sea;0;0;
819;1329;sea;0;0;
820;1329;sea;0;0;
821;1329;sea;0;0;
822;1329;sea;0;0;
823;1329;sea;0;0;
824;1329;sea;0;0;
825;1329;sea;0;0;
826;1329;sea;0;0;
827;1329;sea;0;0;
828;1329;sea;0;0;
829;1329;sea;0;0;
830;1329;sea;0;0;
831;1329;sea;0;0;
832;1329;sea;0;0;
833;1329;sea;0;0;
834;1329;sea;0;0;
835;1329;sea;0;0;
836;1329;sea;0;0;
837;1329;sea;0;0;
838;1329;sea;0;0;
839;1329;sea;0;0;
840;1329;sea;0;0;
841;1329;sea;0;0;
842;1329;sea;0;0;
843;1329;sea;0;0;
844;1329;sea;0;0;
845;1329;sea;0;0;
846;1329;sea;0;0;
847;1329;sea;0;0;
848;1329;sea;0;0;
849;1329;sea;0;0;
850;1329;sea;0;0;
851;1329;sea;0;0;
852;1329;sea;0;0;
853;1329;sea;0;0;
854;1329;sea;0;0;
855;1329;sea;0;0;
856;1329;sea;0;0;
857;1329;sea;0;0;
858;1329;sea;0;0;
859;1329;sea;0;0;
860;1329;sea;0;0;
861;1329;sea;0;0;
862;1329;sea;0;0;
863;1329;sea;0;0;
864;1329;sea;0;0;
865;1329;sea;0;0;
866;1329;sea;0;0;
867;1329;sea;0;0;
868;1329;sea;0;0;
869;1329;sea;0;0;
870;1329;sea;0;0;
871;1329;sea;0;0;
872;1329;sea;0;0;
873;1329;sea;0;0;
874;1329;sea;0;0;
875;1329;sea;0;0;
876;1329;sea;0;0;
877;1329;sea;0;0;
878;1329;sea;0;0;
879;1329;sea;0;0;
880;1329;sea;0;0;
881;1329;sea;0;0;
882;1329;sea;0;0;
883;1329;sea;0;0;
884;1329;sea;0;0;
885;1329;sea;0;0;
886;1329;sea;0;0;
887;1329;sea;0;0;
888;1329;sea;0;0;
889;1329;sea;0;0;
890;1329;sea;0;0;
891;1329;sea;0;0;
892;1329;sea;0;0;
893;1329;sea;0;0;
894;1329;sea;0;0;
895;1329;sea;0;0;
896;1329;sea;0;0;
897;1329;sea;0;0;
898;1329;sea;0;0;
899;1329;sea;0;0;
900;1329;sea;0;0;
901;1329;sea;0;0;
902;1329;sea;0;0;
903;1329;sea;0;0;
904;1329;sea;0;0;
905;1329;sea;0;0;
906;1329;sea;0;0;
907;1329;sea;0;0;
908;1329;sea;0;0;
909;1329;sea;0;0;
910;1329;sea;0;0;
911;1329;sea;0;0;
912;1329;sea;0;0;
913;1329;sea;0;0;
914;1329;sea;0;0;
915;1329;sea;0;0;
916;1329;sea;0;0;
917;1329;sea;0;0;
918;1329;sea;0;0;
919;1329;sea;0;0;
920;1329;sea;0;0;
921;1329;sea;0;0;
922;1329;sea;0;0;
923;1329;sea;0;0;
924;1329;sea;0;0;
925;1329;sea;0;0;
926;1329;sea;0;0;
927;1329;sea;0;0;
928;1329;sea;0;0;
929;1329;sea;0;0;
930;1329;sea;0;0;
931;1329;sea;0;0;
932;1329;sea;0;0;
933;1329;sea;0;0;
934;1329;sea;0;0;
935;1329;sea;0;0;
936;1329;sea;0;0;
937;1329;sea;0;0;
938;1329;sea;0;0;
939;1329;sea;0;0;
940;1329;sea;0;0;
941;1329;sea;0;0;
942;1329;sea;0;0;
943;1329;sea;0;0;
944;1329;sea;0;0;
945;1329;sea;0;0;
946;1329;sea;0;0;
947;1329;sea;0;0;
948;1329;sea;0;0;
949;1329;sea;0;0;
950;1329;sea;0;0;
951;1329;sea;0;0;
952;1329;sea;0;0;
953;1329;sea;0;0;
954;1329;sea;0;0;
955;1329;sea;0;0;
956;1329;sea;0;0;
957;1329;sea;0;0;
958;1329;sea;0;0;
959;1329;sea;0;0;
960;1329;sea;0;0;
961;1329;sea;0;0;
962;1329;sea;0;0;
963;1329;sea;0;0;
964;1329;sea;0;0;
965;1329;sea;0;0;
966;1329;sea;0;0;
967;1329;sea;0;0;
968;1329;sea;0;0;
969;1329;sea;0;0;
970;1329;sea;0;0;
971;1329;sea;0;0;
972;1329;sea;0;0;
973;1329;sea;0;0;
974;1329;sea;0;0;
975;1329;sea;0;0;
976;1329;sea;0;0;
977;1329;sea;0;0;
978;1329;sea;0;0;
979;1329;sea;0;0;
980;1329;sea;0;0;
981;1329;sea;0;0;
982;1329;sea;0;0;
983;1329;sea;0;0;
984;1329;sea;0;0;
985;1329;sea;0;0;
986;1329;sea;0;0;
987;1329;sea;0;0;
988;1329;sea;0;0;
989;1329;sea;0;0;
990;1329;sea;0;0;
991;1329;sea;0;0;
992;1329;sea;0;0;
993;1329;sea;0;0;
994;1329;sea;0;0;
995;1329;sea;0;0;
996;1329;sea;0;0;
997;1329;sea;0;0;
998;1329;sea;0;0;
999;1329;sea;0;0;
1000;1329;sea;0;0;
1001;1329;sea;0;0;
1002;1329;sea;0;0;
1003;1329;sea;0;0;
1004;1329;sea;0;0;
1005;1329;sea;0;0;
1006;1329;sea;0;0;
1007;1329;sea;0;0;
1008;1329;sea;0;0;
1009;1329;sea;0;0;
1010;1329;sea;0;0;
1011;1329;sea;0;0;
1012;1329;sea;0;0;
1013;1329;sea;0;0;
1014;1329;sea;0;0;
1015;1329;sea;0;0;
1016;1329;sea;0;0;
1017;1329;sea;0;0;
1018;1329;sea;0;0;
1019;1329;sea;0;0;
1020;1329;sea;0;0;
1021;1329;sea;0;0;
1022;1329;sea;0;0;
1023;1329;sea;0;0;
1024;1329;sea;0;0;
1025;1329;sea;0;0;
1026;1329;sea;0;0;
1027;1329;sea;0;0;
1028;1329;sea;0;0;
1029;1329;sea;0;0;
1030;1329;sea;0;0;
1031;1329;sea;0;0;
1032;1329;sea;0;0;
1033;1329;sea;0;0;
1034;1329;sea;0;0;
1035;1329;sea;0;0;
1036;1329;sea;0;0;
1037;1329;sea;0;0;
1038;1329;sea;0;0;
1039;1329;sea;0;0;
1040;1329;sea;0;0;
1041;1329;sea;0;0;
1042;1329;sea;0;0;
1043;1329;sea;0;0;
1044;1329;sea;0;0;
1045;1329;sea;0;0;
1046;1329;sea;0;0;
1047;1329;sea;0;0;
1048;1329;sea;0;0;
1049;1329;sea;0;0;
1050;1329;sea;0;0;
1051;1329;sea;0;0;
1052;1329;sea;0;0;
1053;1329;sea;0;0;
1054;1329;sea;0;0;
1055;1329;sea;0;0;
1056;1329;sea;0;0;
1057;1329;sea;0;0;
1058;1329;sea;0;0;
1059;1329;sea;0;0;
1060;1329;sea;0;0;
1061;1329;sea;0;0;
1062;1329;sea;0;0;
1063;1329;sea;0;0;
1064;1329;sea;0;0;
1065;1329;sea;0;0;
1066;1329;sea;0;0;
1067;1329;sea;0;0;
1068;1329;sea;0;0;
1069;1329;sea;0;0;
1070;1329;sea;0;0;
1071;1329;sea;0;0;
1072;1329;sea;0;0;
1073;1329;sea;0;0;
1074;1329;sea;0;0;
1075;1329;sea;0;0;
1076;1329;sea;0;0;
1077;1329;sea;0;0;
1078;1329;sea;0;0;
1079;1329;sea;0;0;
1080;1329;sea;0;0;
1081;1329;sea;0;0;
1082;1329;sea;0;0;
1083;1329;sea;0;0;
1084;1329;sea;0;0;
1085;1329;sea;0;0;
1086;1329;sea;0;0;
1087;1329;sea;0;0;
1088;1329;sea;0;0;
1089;1329;sea;0;0;
1090;1329;sea;0;0;
1091;1329;sea;0;0;
1092;1329;sea;0;0;
1093;1329;sea;0;0;
1094;1329;sea;0;0;
1095;1329;sea;0;0;
1096;1329;sea;0;0;
1097;1329;sea;0;0;
1098;1329;sea;0;0;
1099;1329;sea;0;0;
1100;1329;sea;0;0;
1101;1329;sea;0;0;
1102;1329;sea;0;0;
1103;1329;sea;0;0;
1104;1329;sea;0;0;
1105;1329;sea;0;0;
1106;1329;sea;0;0;
1107;1329;sea;0;0;
1108;1329;sea;0;0;
1109;1329;sea;0;0;
1110;1329;sea;0;0;
1111;1329;sea;0;0;
1112;1329;sea;0;0;
1113;1329;sea;0;0;
1114;1329;sea;0;0;
1115;1329;sea;0;0;
1116;1329;sea;0;0;
1117;1329;sea;0;0;
1118;1329;sea;0;0;
1119;1329;sea;0;0;
1120;1329;sea;0;0;
1121;1329;sea;0;0;
1122;1329;sea;0;0;
1123;1329;sea;0;0;
1124;1329;sea;0;0;
1125;1329;sea;0;0;
1126;1329;sea;0;0;
1127;1329;sea;0;0;
1128;1329;sea;0;0;
1129;1329;sea;0;0;
1130;1329;sea;0;0;
1131;1329;sea;0;0;
1132;1329;sea;0;0;
1133;1329;sea;0;0;
1134;1329;sea;0;0;
1135;1329;sea;0;0;
1136;1329;sea;0;0;
1137;1329;sea;0;0;
1138;1329;sea;0;0;
1139;1329;sea;0;0;
1140;1329;sea;0;0;
1141;1329;sea;0;0;
1142;1329;sea;0;0;
1143;1329;sea;0;0;
1144;1329;sea;0;0;
1145;1329;sea;0;0;
1146;1329;sea;0;0;
1147;1329;sea;0;0;
1148;1329;sea;0;0;
1149;1329;sea;0;0;
1150;1329;sea;0;0;
1151;1329;sea;0;0;
1152;1329;sea;0;0;
1153;1329;sea;0;0;
1154;1329;sea;0;0;
1155;1329;sea;0;0;
1156;1329;sea;0;0;
1157;1329;sea;0;0;
1158;1329;sea;0;0;
1159;1329;sea;0;0;
1160;1329;sea;0;0;
1161;1329;sea;0;0;
1162;1329;sea;0;0;
1163;1329;sea;0;0;
1164;1329;sea;0;0;
1165;1329;sea;0;0;
1166;1329;sea;0;0;
1167;1329;sea;0;0;
1168;1329;sea;0;0;
1169;1329;sea;0;0;
1170;1329;sea;0;0;
1171;1329;sea;0;0;
1172;1329;sea;0;0;
1173;1329;sea;0;0;
1174;1329;sea;0;0;
1175;1329;sea;0;0;
1176;1329;sea;0;0;
1177;1329;sea;0;0;
1178;1329;sea;0;0;
1179;1329;sea;0;0;
1180;1329;sea;0;0;
1181;1329;sea;0;0;
1182;1329;sea;0;0;
1183;1329;sea;0;0;
1184;1329;sea;0;0;
1185;1329;sea;0;0;
1186;1329;sea;0;0;
1187;1329;sea;0;0;
1188;1329;sea;0;0;
1189;1329;sea;0;0;
1190;1329;sea;0;0;
1191;1329;sea;0;0;
1192;1329;sea;0;0;
1193;1329;sea;0;0;
1194;1329;sea;0;0;
1195;1329;sea;0;0;
1196;1329;sea;0;0;
1197;1329;sea;0;0;
1198;1329;sea;0;0;
1199;1329;sea;0;0;
1200;1329;sea;0;0;
1201;1329;sea;0;0;
1202;1329;sea;0;0;
1203;1329;sea;0;0;
1204;1329;sea;0;0;
1205;1329;sea;0;0;
1206;1329;sea;0;0;
1207;1329;sea;0;0;
1208;1329;sea;0;0;
1209;1329;sea;0;0;
1210;1329;sea;0;0;
1211;1329;sea;0;0;
1212;1329;sea;0;0;
1213;1329;sea;0;0;
1214;1329;sea;0;0;
1215;1329;sea;0;0;
1216;1329;sea;0;0;
1217;1329;sea;0;0;
1218;1329;sea;0;0;
1219;1329;sea;0;0;
1220;1329;sea;0;0;
1221;1329;sea;0;0;
1222;1329;sea;0;0;
1223;1329;sea;0;0;
1224;1329;sea;0;0;
1225;1329;sea;0;0;
1226;1329;sea;0;0;
1227;1329;sea;0;0;
1228;1329;sea;0;0;
1229;1329;sea;0;0;
1230;1329;sea;0;0;
1231;1329;sea;0;0;
1232;1329;sea;0;0;
1233;1329;sea;0;0;
1234;1329;sea;0;0;
1235;1329;sea;0;0;
1236;1329;sea;0;0;
1237;1329;sea;0;0;
1238;1329;sea;0;0;
1239;1329;sea;0;0;
1240;1329;sea;0;0;
1241;1329;sea;0;0;
1242;1329;sea;0;0;
1243;1329;sea;0;0;
1244;1329;sea;0;0;
1245;1329;sea;0;0;
1246;1329;sea;0;0;
1247;1329;sea;0;0;
1248;1329;sea;0;0;
1249;1329;sea;0;0;
1250;1329;sea;0;0;
1251;1329;sea;0;0;
1252;1329;sea;0;0;
1253;1329;sea;0;0;
1254;1329;sea;0;0;
1255;1329;sea;0;0;
1256;1329;sea;0;0;
1257;1329;sea;0;0;
1258;1329;sea;0;0;
1259;1329;sea;0;0;
1260;1329;sea;0;0;
1261;1329;sea;0;0;
1262;1329;sea;0;0;
1263;1329;sea;0;0;
1264;1329;sea;0;0;
1265;1329;sea;0;0;
1266;1329;sea;0;0;
1267;1329;sea;0;0;
1268;1329;sea;0;0;
1269;1329;sea;0;0;
1270;1329;sea;0;0;
1271;1329;sea;0;0;
1272;1329;sea;0;0;
1273;1329;sea;0;0;
1274;1329;sea;0;0;
1275;1329;sea;0;0;
1276;1329;sea;0;0;
1277;1329;sea;0;0;
1278;1329;sea;0;0;
1279;1329;sea;0;0;
1280;1329;sea;0;0;
1281;1329;sea;0;0;
1282;1329;sea;0;0;
1283;1329;sea;0;0;
1284;1329;sea;0;0;
1285;1329;sea;0;0;
1286;1329;sea;0;0;
1287;1329;sea;0;0;
1288;1329;sea;0;0;
1289;1329;sea;0;0;
1290;1329;sea;0;0;
1291;1329;sea;0;0;
1292;1329;sea;0;0;
1293;1329;sea;0;0;
1294;1329;sea;0;0;
1295;1329;sea;0;0;
1296;1329;sea;0;0;
1297;1329;sea;0;0;
1298;1329;sea;0;0;
1299;1329;sea;0;0;
1300;1329;sea;0;0;
1301;1329;sea;0;0;
1302;1329;sea;0;0;
1303;1329;sea;0;0;
1304;1329;sea;0;0;
1305;1329;sea;0;0;
1306;1329;sea;0;0;
1307;1329;sea;0;0;
1308;1329;sea;0;0;
1309;1329;sea;0;0;
1310;1329;sea;0;0;
1311;1329;sea;0;0;
1312;1329;sea;0;0;
1313;1329;sea;0;0;
1314;1329;sea;0;0;
1315;1329;sea;0;0;
1316;1329;sea;0;0;
1317;1329;sea;0;0;
1318;1329;sea;0;0;
1319;1329;sea;0;0;
1320;1329;sea;0;0;
1321;1329;sea;0;0;
1322;1329;sea;0;0;
1323;1329;sea;0;0;
1324;1329;sea;0;0;
1325;1329;sea;0;0;
1326;1329;sea;0;0;
1327;1329;sea;0;0;
1328;1329;sea;0;0;
1329;1329;sea;0;0;
1330;1329;sea;0;0;
1331;1329;sea;0;0;
1332;1329;sea;0;0;
1333;1329;sea;0;0;
1334;1329;sea;0;0;
1335;1329;sea;0;0;
1336;1329;sea;0;0;
1337;1329;sea;0;0;
1338;1329;sea;0;0;
1339;1329;sea;0;0;
1340;1329;sea;0;0;
1341;1329;sea;0;0;
1342;1329;sea;0;0;
1343;1329;sea;0;0;
1344;1329;sea;0;0;
1345;1329;sea;0;0;
1346;1329;sea;0;0;
1347;1329;sea;0;0;
1348;1329;sea;0;0;
1349;1329;sea;0;0;
1350;1329;sea;0;0;
1351;1329;sea;0;0;
1352;1329;sea;0;0;
1353;1329;sea;0;0;
1354;1329;sea;0;0;
1355;1329;sea;0;0;
1356;1329;sea;0;0;
1357;1329;sea;0;0;
1358;1329;sea;0;0;
1359;1329;sea;0;0;
1360;1329;sea;0;0;
1361;1329;sea;0;0;
1362;1329;sea;0;0;
1363;1329;sea;0;0;
1364;1329;sea;0;0;
1365;1329;sea;0;0;
1366;1329;sea;0;0;
1367;1329;sea;0;0;
1368;1329;sea;0;0;
1369;1329;sea;0;0;
1370;1329;sea;0;0;
1371;1329;sea;0;0;
1372;1329;sea;0;0;
1373;1329;sea;0;0;
1374;1329;sea;0;0;
1375;1329;sea;0;0;
1376;1329;sea;0;0;
1377;1329;sea;0;0;
1378;1329;sea;0;0;
1379;1329;sea;0;0;
1380;1329;sea;0;0;
1381;1329;sea;0;0;
1382;1329;sea;0;0;
1383;1329;sea;0;0;
1384;1329;sea;0;0;
1385;1329;sea;0;0;
1386;1329;sea;0;0;
1387;1329;sea;0;0;
1388;1329;sea;0;0;
1389;1329;sea;0;0;
1390;1329;sea;0;0;
1391;1329;sea;0;0;
1392;1329;sea;0;0;
1393;1329;sea;0;0;
1394;1329;sea;0;0;
1395;1329;sea;0;0;
1396;1329;sea;0;0;
1397;1329;sea;0;0;
1398;1329;sea;0;0;
1399;1329;sea;0;0;
1400;1329;sea;0;0;
1401;1329;sea;0;0;
1402;1329;sea;0;0;
1403;1329;sea;0;0;
1404;1329;sea;0;0;
1405;1329;sea;0;0;
1406;1329;sea;0;0;
1407;1329;sea;0;0;
1408;1329;sea;0;0;
1409;1329;sea;0;0;
1410;1329;sea;0;0;
1411;1329;sea;0;0;
1412;1329;sea;0;0;
1413;1329;sea;0;0;
1414;1329;sea;0;0;
1415;1329;sea;0;0;
1416;1329;sea;0;0;
1417;1329;sea;0;0;
1418;1329;sea;0;0;
1419;1329;sea;0;0;
1420;1329;sea;0;0;
1421;1329;sea;0;0;
1422;1329;sea;0;0;
1423;1329;sea;0;0;
1424;1329;sea;0;0;
1425;1329;sea;0;0;
1426;1329;sea;0;0;
1427;1329;sea;0;0;
1428;1329;sea;0;0;
1429;1329;sea;0;0;
1430;1329;sea;0;0;
1431;1329;sea;0;0;
1432;1329;sea;0;0;
1433;1329;sea;0;0;
1434;1329;sea;0;0;
1435;1329;sea;0;0;
1436;1329;sea;0;0;
1437;1329;sea;0;0;
1438;1329;sea;0;0;
1439;1329;sea;0;0;
1440;1329;sea;0;0;
1441;1329;sea;0;0;
1442;1329;sea;0;0;
1443;1329;sea;0;0;
1444;1329;sea;0;0;
1445;1329;sea;0;0;
1446;1329;sea;0;0;
1447;1329;sea;0;0;
1448;1329;sea;0;0;
1449;1329;sea;0;0;
1450;1329;sea;0;0;
1451;1329;sea;0;0;
1452;1329;sea;0;0;
1453;1329;sea;0;0;
1454;1329;sea;0;0;
1455;1329;sea;0;0;
1456;1329;sea;0;0;
1457;1329;sea;0;0;
1458;1329;sea;0;0;
1459;1329;sea;0;0;
1460;1329;sea;0;0;
1461;1329;sea;0;0;
1462;1329;sea;0;0;
1463;1329;sea;0;0;
1464;1329;sea;0;0;
1465;1329;sea;0;0;
1466;1329;sea;0;0;
1467;1329;sea;0;0;
1468;1329;sea;0;0;
1469;1329;sea;0;0;
1470;1329;sea;0;0;
1471;1329;sea;0;0;
1472;1329;sea;0;0;
1473;1329;sea;0;0;
1474;1329;sea;0;0;
1475;1329;sea;0;0;
1476;1329;sea;0;0;
1477;1329;sea;0;0;
1478;1329;sea;0;0;
1479;1329;sea;0;0;
1480;1329;sea;0;0;
1481;1329;sea;0;0;
1482;1329;sea;0;0;
1483;1329;sea;0;0;
1484;1329;sea;0;0;
1485;1329;sea;0;0;
1486;1329;sea;0;0;
1487;1329;sea;0;0;
1488;1329;sea;0;0;
1489;1329;sea;0;0;
1490;1329;sea;0;0;
1491;1329;sea;0;0;
1492;1329;sea;0;0;
1493;1329;sea;0;0;
1494;1329;sea;0;0;
1495;1329;sea;0;0;
1496;1329;sea;0;0;
1497;1329;sea;0;0;
1498;1329;sea;0;0;
1499;1329;sea;0;0;
1500;1329;sea;0;0;
1501;1329;sea;0;0;
1502;1329;sea;0;0;
1503;1329;sea;0;0;
1504;1329;sea;0;0;
1505;1329;sea;0;0;
1506;1329;sea;0;0;
1507;1329;sea;0;0;
1508;1329;sea;0;0;
1509;1329;sea;0;0;
1510;1329;sea;0;0;
1511;1329;sea;0;0;
1512;1329;sea;0;0;
1513;1329;sea;0;0;
1514;1329;sea;0;0;
1515;1329;sea;0;0;
1516;1329;sea;0;0;
1517;1329;sea;0;0;
1518;1329;sea;0;0;
1519;1329;sea;0;0;
1520;1329;sea;0;0;
1521;1329;sea;0;0;
1522;1329;sea;0;0;
1523;1329;sea;0;0;
1524;1329;sea;0;0;
1525;1329;sea;0;0;
1526;1329;sea;0;0;
1527;1329;sea;0;0;
1528;1329;sea;0;0;
1529;1329;sea;0;0;
1530;1329;sea;0;0;
1531;1329;sea;0;0;
1532;1329;sea;0;0;
1533;1329;sea;0;0;
1534;1329;sea;0;0;
1535;1329;sea;0;0;
1536;1329;sea;0;0;
1537;1329;sea;0;0;
1538;1329;sea;0;0;
1539;1329;sea;0;0;
1540;1329;sea;0;0;
1541;1329;sea;0;0;
1542;1329;sea;0;0;
1543;1329;sea;0;0;
1544;1329;sea;0;0;
1545;1329;sea;0;0;
1546;1329;sea;0;0;
1547;1329;sea;0;0;
1548;1329;sea;0;0;
1549;1329;sea;0;0;
1550;1329;sea;0;0;
1551;1329;sea;0;0;
1552;1329;sea;0;0;
1553;1329;sea;0;0;
1554;1329;sea;0;0;
1555;1329;sea;0;0;
1556;1329;sea;0;0;
1557;1329;sea;0;0;
1558;1329;sea;0;0;
1559;1329;sea;0;0;
1560;1329;sea;0;0;
1561;1329;sea;0;0;
1562;1329;sea;0;0;
1563;1329;sea;0;0;
1564;1329;sea;0;0;
1565;1329;sea;0;0;
1566;1329;sea;0;0;
1567;1329;sea;0;0;
1568;1329;sea;0;0;
1569;1329;sea;0;0;
1570;1329;sea;0;0;
1571;1329;sea;0;0;
1572;1329;sea;0;0;
1573;1329;sea;0;0;
1574;1329;sea;0;0;
1575;1329;sea;0;0;
1576;1329;sea;0;0;
1577;1329;sea;0;0;
1578;1329;sea;0;0;
1579;1329;sea;0;0;
1580;1329;sea;0;0;
1581;1329;sea;0;0;
1582;1329;sea;0;0;
1583;1329;sea;0;0;
1584;1329;sea;0;0;
1585;1329;sea;0;0;
1586;1329;sea;0;0;
1587;1329;sea;0;0;
1588;1329;sea;0;0;
1589;1329;sea;0;0;
1590;1329;sea;0;0;
1591;1329;sea;0;0;
1592;1329;sea;0;0;
1593;1329;sea;0;0;
1594;1329;sea;0;0;
1595;1329;sea;0;0;
1596;1329;sea;0;0;
1597;1329;sea;0;0;
1598;1329;sea;0;0;
1599;1329;sea;0;0;
1600;1329;sea;0;0;
1601;1329;sea;0;0;
1602;1329;sea;0;0;
1603;1329;sea;0;0;
1604;1329;sea;0;0;
1605;1329;sea;0;0;
1606;1329;sea;0;0;
1607;1329;sea;0;0;
1608;1329;sea;0;0;
1609;1329;sea;0;0;
1610;1329;sea;0;0;
1611;1329;sea;0;0;
1612;1329;sea;0;0;
1613;1329;sea;0;0;
1614;1329;sea;0;0;
1615;1329;sea;0;0;
1616;1329;sea;0;0;
1617;1329;sea;0;0;
1618;1329;sea;0;0;
1619;1329;sea;0;0;
1620;1329;sea;0;0;
1621;1329;sea;0;0;
1622;1329;sea;0;0;
1623;1329;sea;0;0;
1624;1329;sea;0;0;
1625;1329;sea;0;0;
1626;1329;sea;0;0;
1627;1329;sea;0;0;
1628;1329;sea;0;0;
1629;1329;sea;0;0;
1630;1329;sea;0;0;
1631;1329;sea;0;0;
1632;1329;sea;0;0;
1633;1329;sea;0;0;
1634;1329;sea;0;0;
1635;1329;sea;0;0;
1636;1329;sea;0;0;
1637;1329;sea;0;0;
1638;1329;sea;0;0;
1639;1329;sea;0;0;
1640;1329;sea;0;0;
1641;1329;sea;0;0;
1642;1329;sea;0;0;
1643;1329;sea;0;0;
1644;1329;sea;0;0;
1645;1329;sea;0;0;
1646;1329;sea;0;0;
1647;1329;sea;0;0;
1648;1329;sea;0;0;
1649;1329;sea;0;0;
1650;1329;sea;0;0;
1651;1329;sea;0;0;
1652;1329;sea;0;0;
1653;1329;sea;0;0;
1654;1329;sea;0;0;
1655;1329;sea;0;0;
1656;1329;sea;0;0;
1657;1329;sea;0;0;
1658;1329;sea;0;0;
1659;1329;sea;0;0;
1660;1329;sea;0;0;
1661;1329;sea;0;0;
1662;1329;sea;0;0;
1663;1329;sea;0;0;
1664;1329;sea;0;0;
1665;1329;sea;0;0;
1666;1329;sea;0;0;
1667;1329;sea;0;0;
1668;1329;sea;0;0;
1669;1329;sea;0;0;
1670;1329;sea;0;0;
1671;1329;sea;0;0;
1672;1329;sea;0;0;
1673;1329;sea;0;0;
1674;1329;sea;0;0;
1675;1329;sea;0;0;
1676;1329;sea;0;0;
1677;1329;sea;0;0;
1678;1329;sea;0;0;
1679;1329;sea;0;0;
1680;1329;sea;0;0;
1681;1329;sea;0;0;
1682;1329;sea;0;0;
1683;1329;sea;0;0;
1684;1329;sea;0;0;
1685;1329;sea;0;0;
1686;1329;sea;0;0;
1687;1329;sea;0;0;
1688;1329;sea;0;0;
1689;1329;sea;0;0;
1690;1329;sea;0;0;
1691;1329;sea;0;0;
1692;1329;sea;0;0;
1693;1329;sea;0;0;
1694;1329;sea;0;0;
1695;1329;sea;0;0;
1696;1329;sea;0;0;
1697;1329;sea;0;0;
1698;1329;sea;0;0;
1699;1329;sea;0;0;
1700;1329;sea;0;0;
1701;1329;sea;0;0;
1702;1329;sea;0;0;
1703;1329;sea;0;0;
1704;1329;sea;0;0;
1705;1329;sea;0;0;
1706;1329;sea;0;0;
1707;1329;sea;0;0;
1708;1329;sea;0;0;
1709;1329;sea;0;0;
1710;1329;sea;0;0;
1711;1329;sea;0;0;
1712;1329;sea;0;0;
1713;1329;sea;0;0;
1714;1329;sea;0;0;
1715;1329;sea;0;0;
1716;1329;sea;0;0;
1717;1329;sea;0;0;
1718;1329;sea;0;0;
1719;1329;sea;0;0;
1720;1329;sea;0;0;
1721;1329;sea;0;0;
1722;1329;sea;0;0;
1723;1329;sea;0;0;
